After sorting
A D X Y 
81 20 5 33
82 13 3 24
146 30 -21 14


CLUSTER 8
A D X Y 
0 0 0 0
220 14 -21 -18


Distance for  Cluster 1

7
0 31.1448 22.4722 49.6488 23.7697 48.0521 61.9839 
31.1448 0 9.84886 21.095 15 26.4008 39.2938 
22.4722 9.84886 0 27.313 7.2111 28.0713 42.0119 
49.6488 21.095 27.313 0 27.0185 13.3417 20.8087 
23.7697 15 7.2111 27.0185 0 24.3311 38.3275 
48.0521 26.4008 28.0713 13.3417 24.3311 0 14.0357 
61.9839 39.2938 42.0119 20.8087 38.3275 14.0357 0 


Distance for  Cluster 2

8
0 55.3263 62.2896 57.3149 57.3149 47.5395 35.1141 42.72 
55.3263 0 7 12.1655 12.1655 20.1246 28.4253 25.807 
62.2896 7 0 13 13 24.0832 34.1321 30.4138 
57.3149 12.1655 13 0 0 12.53 24.7386 19.2354 
57.3149 12.1655 13 0 0 12.53 24.7386 19.2354 
47.5395 20.1246 24.0832 12.53 12.53 0 13 6.7082 
35.1141 28.4253 34.1321 24.7386 24.7386 13 0 7.61577 
42.72 25.807 30.4138 19.2354 19.2354 6.7082 7.61577 0 


Distance for  Cluster 3

10
0 29.0689 40.2244 46.0109 73.5527 82.0366 96.5401 69.029 90 22.2036 
29.0689 0 12.2066 19.6977 46.6154 55.4707 70.8308 44.3847 65.307 13.9284 
40.2244 12.2066 0 8.06226 34.4093 43.2666 58.6686 32.573 53.3104 20.6155 
46.0109 19.6977 8.06226 0 27.5862 36.2353 51.3128 24.6982 45.618 24.6982 
73.5527 46.6154 34.4093 27.5862 0 8.94427 24.6982 10.4403 21.0238 51.8556 
82.0366 55.4707 43.2666 36.2353 8.94427 0 15.8114 14.8661 13.3417 60.1415 
96.5401 70.8308 58.6686 51.3128 24.6982 15.8114 0 27.5862 8.24621 74.411 
69.029 44.3847 32.573 24.6982 10.4403 14.8661 27.5862 0 21.095 46.8615 
90 65.307 53.3104 45.618 21.0238 13.3417 8.24621 21.095 0 67.8012 
22.2036 13.9284 20.6155 24.6982 51.8556 60.1415 74.411 46.8615 67.8012 0 


Distance for  Cluster 4

10
0 72.9452 55.2268 82.4924 27.7849 31.305 76.4853 57.5674 74.0405 11.4018 
72.9452 0 17.8045 10.198 45.2217 42.0119 10.6301 23.7697 21.4709 62.2013 
55.2268 17.8045 0 27.2947 27.4591 24.2074 22.3607 14.4222 25.2982 44.4072 
82.4924 10.198 27.2947 0 54.7083 51.3128 9.21954 29.6816 21 71.5612 
27.7849 45.2217 27.4591 54.7083 0 4 48.8467 31.1448 47.5184 17.0294 
31.305 42.0119 24.2074 51.3128 4 0 45.1885 27.1662 43.566 20.2485 
76.4853 10.6301 22.3607 9.21954 48.8467 45.1885 0 21.2603 12.1655 65.2993 
57.5674 23.7697 14.4222 29.6816 31.1448 27.1662 21.2603 0 16.4924 46.1736 
74.0405 21.4709 25.2982 21 47.5184 43.566 12.1655 16.4924 0 62.6418 
11.4018 62.2013 44.4072 71.5612 17.0294 20.2485 65.2993 46.1736 62.6418 0 


Distance for  Cluster 5

10
0 54.3415 65.1153 40.0125 44.1814 64.2806 58.8558 33.5261 21.5407 63.3246 
54.3415 0 11 17.0294 18.3576 21.095 22.561 30.4138 38.5876 35.5106 
65.1153 11 0 26.4008 25.6125 18 22.8035 38.833 48.3322 35.3553 
40.0125 17.0294 26.4008 0 6.40312 25 21.095 13.6015 21.9317 30.6105 
44.1814 18.3576 25.6125 6.40312 0 20.0998 15.2315 13.4164 24.3311 24.2074 
64.2806 21.095 18 25 20.0998 0 7.2111 32.249 44.0454 17.72 
58.8558 22.561 22.8035 21.095 15.2315 7.2111 0 26 38.0526 13.0384 
33.5261 30.4138 38.833 13.6015 13.4164 32.249 26 0 12.1655 29.9666 
21.5407 38.5876 48.3322 21.9317 24.3311 44.0454 38.0526 12.1655 0 41.7852 
63.3246 35.5106 35.3553 30.6105 24.2074 17.72 13.0384 29.9666 41.7852 0 


Distance for  Cluster 6

7
0 63.9766 33.1059 52.3546 30.5287 47.2017 42.8019 
63.9766 0 30.8707 12.1655 33.8378 20.025 24.0208 
33.1059 30.8707 0 19.4165 4.47214 16.1245 12.6491 
52.3546 12.1655 19.4165 0 21.9317 8.544 12.0416 
30.5287 33.8378 4.47214 21.9317 0 16.9706 12.8062 
47.2017 20.025 16.1245 8.544 16.9706 0 4.47214 
42.8019 24.0208 12.6491 12.0416 12.8062 4.47214 0 


Distance for  Cluster 7

6
0 37.0135 18.0278 33.3766 24.1868 25.2389 
37.0135 0 20.6155 26 26.0192 50.8035 
18.0278 20.6155 0 18.6815 11.4018 31.0161 
33.3766 26 18.6815 0 9.21954 32.2025 
24.1868 26.0192 11.4018 9.21954 0 26 
25.2389 50.8035 31.0161 32.2025 26 0 


Distance for  Cluster 8

2
0 27.6586 
27.6586 0 


