After sorting
A D X Y 
0 22.3607 39.4462 31.6228 37.2022 10 35.3836 25.6125 51.614 24.4131 
22.3607 0 17.2047 10 15.6205 12.6491 16.4924 10.7703 33.5261 11.6619 
39.4462 17.2047 0 8.24621 4.47214 29.5296 11.6619 18 22.3607 20 
31.6228 10 8.24621 0 5.65685 21.6333 8.24621 10.198 24.3311 12.1655 
37.2022 15.6205 4.47214 5.65685 0 27.2029 7.2111 14.1421 20 16.1245 
10 12.6491 29.5296 21.6333 27.2029 0 25.6125 16.1245 42.19 15.2315 
35.3836 16.4924 11.6619 8.24621 7.2111 25.6125 0 10 17.088 11.6619 
25.6125 10.7703 18 10.198 14.1421 16.1245 10 0 26.0768 2 
51.614 33.5261 22.3607 24.3311 20 42.19 17.088 26.0768 0 27.2029 
24.4131 11.6619 20 12.1655 16.1245 15.2315 11.6619 2 27.2029 0 


Distance for  Cluster 3

8
0 34 53.6656 68.352 33.5261 67.0522 29.1204 60.1664 
34 0 19.6977 34.9285 6.32456 34.2345 8.24621 28 
53.6656 19.6977 0 16 21.2603 16.4924 25.6125 12.8062 
68.352 34.9285 16 0 34.9285 4 39.3954 10 
33.5261 6.32456 21.2603 34.9285 0 33.5261 4.47214 26.6833 
67.0522 34.2345 16.4924 4 33.5261 0 37.9473 7.2111 
29.1204 8.24621 25.6125 39.3954 4.47214 37.9473 0 31.0483 
60.1664 28 12.8062 10 26.6833 7.2111 31.0483 0 


Distance for  Cluster 4

6
0 93.1451 38.833 86.5794 82.3893 70.1142 
93.1451 0 54.4059 14.5602 17.8885 28.2843 
38.833 54.4059 0 48.0416 44 32.249 
86.5794 14.5602 48.0416 0 4.47214 17.088 
82.3893 17.8885 44 4.47214 0 12.6491 
70.1142 28.2843 32.249 17.088 12.6491 0 


Distance for  Cluster 5

6
0 6 78.0256 88.8144 80.6226 63.1506 
6 0 72.0278 82.8734 74.6726 57.2713 
78.0256 72.0278 0 14.1421 8.24621 18.868 
88.8144 82.8734 14.1421 0 8.24621 26 
80.6226 74.6726 8.24621 8.24621 0 18.1108 
63.1506 57.2713 18.868 26 18.1108 0 


Distance for  Cluster 6

7
0 89.822 58.2409 36.0555 19.6977 96.6644 87.6584 
89.822 0 32.0624 54.3323 70.7107 22 24.1661 
58.2409 32.0624 0 22.3607 38.833 40 32.5576 
36.0555 54.3323 22.3607 0 16.4924 60.8276 52.1536 
19.6977 70.7107 38.833 16.4924 0 76.9675 68 
96.6644 22 40 60.8276 76.9675 0 10 
87.6584 24.1661 32.5576 52.1536 68 10 0 


Distance for  Cluster 7

8
0 88.5889 37.7359 95.4149 80 64.405 98.4073 71.218 
88.5889 0 50.9902 10.198 15.2315 26.3059 18 22.0907 
37.7359 50.9902 0 57.6888 42.5206 26.9072 60.959 33.9411 
95.4149 10.198 57.6888 0 16.4924 31.305 8.24621 25.2982 
80 15.2315 42.5206 16.4924 0 15.6205 18.4391 8.94427 
64.405 26.3059 26.9072 31.305 15.6205 0 34.0588 7.2111 
98.4073 18 60.959 8.24621 18.4391 34.0588 0 27.2029 
71.218 22.0907 33.9411 25.2982 8.94427 7.2111 27.2029 0 


Distance for  Cluster 8

3
0 62.482 68.1175 
62.482 0 5.65685 
68.1175 5.65685 0 


